external_txn_id,account,currency,amount,debit_credit,booking_date,value_date,reference,narrative
446669757657,ACC#00036,USD,43726100.00,DR,2023-08-25,2023-05-31,VOLERY 4045228666FP,TUP FU35003166147X6REAVOWED/WAMP 9
905417098390,ACC#00015,USD,4853520.07,DR,2023-08-25,2023-05-31,VOLERY 4042002666FP,TUP 228200372612966IFV /052/660066
275797948083,ACC#00010,USD,-620000.00,CR,2023-08-25,2023-05-31,VOLERY 4562266619JJ,Y.M. TONITE PANTOPOD HURA. SKIDDER
596674238145,ACC#00017,USD,4964.27,DR,2023-08-25,2023-05-31,V367608466512551 8128366619VI,
480841884498,ACC#00043,USD,54248000.00,DR,2023-08-25,2023-05-31,VOLERY 4045239666FP,TUP FU20003166148N6REAVOWED/WAMP 9
531014184591,ACC#00012,USD,352067.88,DR,2023-08-25,2023-05-31,VOLERY 4042001666FP,TUP 223400372691266IFV /938/MAUT77
798118215644,ACC#00003,USD,5000000.00,DR,2023-08-25,2023-05-31,V355017046512557 8121466619VI,
589064483933,ACC#00014,USD,-17347.52,CR,2023-08-25,2023-05-31,VOLERY 4049128666FP,TUP 232900373865566IFV /052/Y.M.P.
923935966734,ACC#00014,USD,-64790045.34,CR,2023-08-25,2023-05-31,51836V 1037266619XD,CITHAROEDI X-46101 SIBYLLINE AM AP
997260594801,ACC#00018,USD,-1237907.84,CR,2023-08-25,2023-05-31,VOLERY 4049146666FP,TUP 24T000374599166IFV /052/Y.M.P.
711705226060,ACC#00005,USD,3226497.15,DR,2023-08-25,2023-05-31,VOLERY 4045487666FP,TUP 50Q900375536366EU AS UDV/TEAD
199955171413,ACC#00017,USD,1880800.76,DR,2023-08-25,2023-05-31,P630499756572336 1281166619VI,
503825221202,ACC#00011,USD,-455021.00,CR,2023-08-25,2023-05-31,VOLERY 4049145666FP,TUP 23Q000373599166IFV /992/26Y7 5
895457803098,ACC#00017,USD,-50542491.63,CR,2023-08-25,2023-05-31,VOLERY 4042282666FP,TUP 5714003755928C6REAVOWED/WAMP/Y
752513851391,ACC#00012,USD,-1135691.42,CR,2023-08-25,2023-05-31,VOLERY 4042586666FP,TUP 2KYI00375784366REAVOWED/WAMP/N
29134983678,ACC#00013,USD,46083000.00,DR,2023-08-25,2023-05-31,VOLERY 4045203666FP,TUP BOOD003166154T6REAVOWED/WAMP 9
884028127553,ACC#00074,USD,-54179983.40,CR,2023-08-25,2023-05-31,VOLERY 4042293666FP,TUP 5767003755939K6REAVOWED/WAMP/Y
843433627179,ACC#00024,USD,3624913.72,DR,2023-08-25,2023-05-31,VOLERY 4045258666FP,TUP DG5T00379539566EU AS UDV/YARAY
51363298305,ACC#00003,USD,-8791989.17,CR,2023-08-25,2023-05-31,VOLERY 4042570666FP,TUP 507X00375254466EU AS UDV/GROOT
824870051316,ACC#00023,USD,30351.67,DR,2023-08-25,2023-05-31,VOLERY 4042063666FP,TUP 2X2900372449566IFV /965/692906
527522489959,ACC#00002,USD,922819.40,DR,2023-08-25,2023-05-31,VOLERY 4045421666FP,TUP 56C300375850366EU AS UDV/MINOR
810611328695,ACC#00003,USD,-941382.68,CR,2023-08-25,2023-05-31,VOLERY 4049725666FP,TUP 069FP00372001066IFV /6992/KNAW
425522607484,ACC#00006,USD,-1027223.00,CR,2023-08-25,2023-05-31,VOLERY 4049797666FP,TUP 2T0800306081C66IFV /6052 66582
877384596724,ACC#00012,USD,-76430.79,CR,2023-08-25,2023-05-31,QR676600461831Q 1829766619XD,JINSHANG TOPFILLED TYPY ELUVIA OBL
787301462361,ACC#00017,USD,-43754967.98,CR,2023-08-25,2023-05-31,VOLERY 4042575666FP,TUP 5065003752334Q6REAVOWED/WAMP/Y
540008102327,ACC#00003,USD,1300000.00,DR,2023-08-25,2023-05-31,URBD-57MKKF 8929366619VI,
905433025816,ACC#00050,USD,40000000.00,DR,2023-08-25,2023-05-31,VOLERY 4045211666FP,TUP MAC2003166125C6REAVOWED/WAMP 9
474600687373,ACC#00021,USD,23589.21,DR,2023-08-25,2023-05-31,VOLERY 4042064666FP,TUP 2X4100372443266IFV /965/692906
861559504904,ACC#00004,USD,-17030.27,CR,2023-08-25,2023-05-31,VOLERY 4049185666FP,TUP 24OL00374940566IFV /052/Y.M.P.
584453392577,ACC#00016,USD,16209000.00,DR,2023-08-25,2023-05-31,V355738816511518 8692166619VI,
550378564746,ACC#00025,USD,526691.06,DR,2023-08-25,2023-05-31,VOLERY 4045476666FP,TUP BE5700379104566REAVOWED/ENHAT
574396257598,ACC#00009,USD,-141500.00,CR,2023-08-25,2023-05-31,VOLERY 4049179666FP,TUP 228X00372620266IFV /137/Y.M.P.
965793099557,ACC#00004,USD,7466849.05,DR,2023-08-25,2023-05-31,VOLERY 4045472666FP,TUP 516100379179266EU AS UDV/MINOR
679595556573,ACC#00002,USD,-19509000.00,CR,2023-08-25,2023-05-31,913DIP912LT 1568666619VI,JO TONITE TREPIDATORY ZH FEW GIRE
847822568659,ACC#00003,USD,-10372522.99,CR,2023-08-25,2023-05-31,V370161266517520 8696866619VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
789317513794,ACC#00050,USD,54248000.00,DR,2023-08-25,2023-05-31,VOLERY 4045240666FP,TUP FU4V003166148T6REAVOWED/WAMP 9
630882181089,ACC#00021,USD,-56601.43,CR,2023-08-25,2023-05-31,VOLERY 4049136666FP,TUP 24DG00374938666IFV /052/Y.M.P.
714843100876,ACC#00057,USD,54248000.00,DR,2023-08-25,2023-05-31,VOLERY 4045282666FP,TUP FU2X003166148L6REAVOWED/WAMP 9
190089369857,ACC#00012,USD,-5442187.62,CR,2023-08-25,2023-05-31,V855077966346920 8435866619VI,UPCLOSER SAUNT TYPY  PENTAPLOIDIC
840267194911,ACC#00021,USD,885671.64,DR,2023-08-25,2023-05-31,VOLERY 4042694666FP,TUP 2T6X00372665066IFV /967/LX2313
566041438946,ACC#00007,USD,10300000.00,DR,2023-08-25,2023-05-31,MG37872166M600MK 8412166619VI,
136152534869,ACC#00018,USD,-43671754.03,CR,2023-08-25,2023-05-31,VOLERY 4042250666FP,TUP 5706003755932E6REAVOWED/WAMP/Y
482945569003,ACC#00020,USD,79310.50,DR,2023-08-25,2023-05-31,VOLERY 4042691666FP,TUP 2T7000375705566IFV /052/666066
198624145714,ACC#00026,USD,-41790247.23,CR,2023-08-25,2023-05-31,VOLERY 4042289666FP,TUP 5718003755926P6REAVOWED/WAMP/Y
728132229812,ACC#00033,USD,-41790247.23,CR,2023-08-25,2023-05-31,VOLERY 4042247666FP,TUP 5772003755926T6REAVOWED/WAMP/Y
794508898916,ACC#00032,USD,-631123.38,CR,2023-08-25,2023-05-31,VOLERY 4049113666FP,TUP 226900372601366IFV /052/Y.M.P.
892203479368,ACC#00025,USD,1237907.84,DR,2023-08-25,2023-05-31,VOLERY 4042000666FP,TUP 2X0100372889766IFV /960/756794
72582516777,ACC#00021,USD,1455.71,DR,2023-08-25,2023-05-31,32566R0IM6 7368666614VI,
527330915790,ACC#00006,USD,1400000.00,DR,2023-08-25,2023-05-31,32566R0QEI 7307566614VI,
183907095871,ACC#00008,USD,4225231.71,DR,2023-08-25,2023-05-31,V360999766512551 8128066619VI,
752532451855,ACC#00018,USD,-178406.81,CR,2023-08-25,2023-05-31,V361825266841618 8681466619VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
473211433992,ACC#00023,USD,-967216.72,CR,2023-08-25,2023-05-31,VOLERY 4049134666FP,TUP 24T200374909566IFV /052/Y.M.P.
958248726031,ACC#00014,USD,8410316.00,DR,2023-08-25,2023-05-31,V355774226512551 8123366619VI,
340756064425,ACC#00014,USD,-321823.68,CR,2023-08-25,2023-05-31,VOLERY 4049168666FP,TUP 256V00372008766IFV /052/Y.M.P.
469309680091,ACC#00015,USD,1532602.54,DR,2023-08-25,2023-05-31,VOLERY 4042011666FP,TUP 24X700374424666IFV /052/666066
887496833738,ACC#00023,USD,308758.39,DR,2023-08-25,2023-05-31,VOLERY 4045401666FP,TUP T8JR00379546766EU AS UDV/YARAY
117556960677,ACC#00013,USD,1887490.70,DR,2023-08-25,2023-05-31,VOLERY 4045482666FP,TUP 500400375249366REAVOWED/UNCOIN
695136017799,ACC#00020,USD,12328990.00,DR,2023-08-25,2023-05-31,VOLERY 4045281666FP,TUP MYTH00316614566REAVOWED/WAMP 9
918889760734,ACC#00016,USD,393084.28,DR,2023-08-25,2023-05-31,29266R761Y 8998466619VI,
7478672157,ACC#00002,USD,854615.58,DR,2023-08-25,2023-05-31,VOLERY 4045435666FP,TUP 56X900375401966EU AS UDV/LEUMA
491225834182,ACC#00011,USD,-115910.36,CR,2023-08-25,2023-05-31,REFINE8733JOQG7U 6765369619WT,YUO WATERER FEW GIRE DP 06609
60902054622,ACC#00024,USD,-2522030.00,CR,2023-08-25,2023-05-31,ICHTHYIZATION 6095169619WT,POTSTICK FEW GIRE DP 06681-6660
972558281739,ACC#00007,USD,211028.10,DR,2023-08-25,2023-05-31,VOLERY 4042008666FP,TUP 223300372691466IFV /967/M 6755
190127268052,ACC#00001,USD,10173056.03,DR,2023-08-25,2023-05-31,VOLERY 4045488666FP,TUP 507C00375253366EU AS UDV/GROOT
409379266138,ACC#00014,USD,-176968.12,CR,2023-08-25,2023-05-31,VOLERY 4049129666FP,TUP 216400378441866IFV /6992/23I8
127013738917,ACC#00014,USD,14000.00,DR,2023-08-25,2023-05-31,07166R0CF1 8811766619VI,
64874280663,ACC#00024,USD,-1620290.00,CR,2023-08-25,2023-05-31,V894793966812844 8601866619VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
931621859791,ACC#00030,USD,919801.95,DR,2023-08-25,2023-05-31,VOLERY 4042005666FP,TUP 226X00372604066IFV /967/LX2313
259876383396,ACC#00040,USD,-41790247.23,CR,2023-08-25,2023-05-31,VOLERY 4042235666FP,TUP 577Q003755926N6REAVOWED/WAMP/Y
166909498981,ACC#00006,USD,26230.10,DR,2023-08-25,2023-05-31,VOLERY 4042060666FP,TUP 2X9400372270066IFV /938/ODBK63
143711151361,ACC#00019,USD,-169381.00,CR,2023-08-25,2023-05-31,VOLERY 4049758666FP,TUP 574700372697566IFV /6137/13607
783791740562,ACC#00064,USD,54248000.00,DR,2023-08-25,2023-05-31,VOLERY 4045265666FP,TUP PF65003166158X6REAVOWED/WAMP 9
727432724250,ACC#00007,USD,-533618.00,CR,2023-08-25,2023-05-31,AHT9126666111981 1637566619XD,IYG TYPY EFI GLORIETTE 719977
730497366444,ACC#00006,USD,755475.46,DR,2023-08-25,2023-05-31,V373130666581238 8359466619VI,
506839154014,ACC#00023,USD,-1246003.97,CR,2023-08-25,2023-05-31,TRANSILLUMINATOR 3029466619VI,Y.M. TONITE ETHERIFIES EFI JOQGE U
466438129182,ACC#00071,USD,54248000.00,DR,2023-08-25,2023-05-31,VOLERY 4045285666FP,TUP FU2C003166148O6REAVOWED/WAMP 9
694043577469,ACC#00010,USD,-8972.30,CR,2023-08-25,2023-05-31,V361679966847051 8681666619VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
459116055726,ACC#00013,USD,-11763640.92,CR,2023-08-25,2023-05-31,VOLERY 4049116666FP,TUP 228C00372632866IFV /052/Y.M.P.
66006975192,ACC#00024,USD,-191655.52,CR,2023-08-25,2023-05-31,V367986166847621 8687466619VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
576873559567,ACC#00009,USD,3650645.29,DR,2023-08-25,2023-05-31,VIP9126666118348 3074466619VI,
550030023759,ACC#00057,USD,40000000.00,DR,2023-08-25,2023-05-31,VOLERY 4045273666FP,TUP RIC6003166125Y6REAVOWED/WAMP 9
747365809771,ACC#00013,USD,103808.00,DR,2023-08-25,2023-05-31,VOLERY 4042017666FP,TUP 24T100374976666IFV /06/84473HR
686387220166,ACC#00014,USD,107575.42,DR,2023-08-25,2023-05-31,VOLERY 4042624666FP,TUP Q68966666666666IFV /06/202650C
432698712415,ACC#00023,USD,-43689766.15,CR,2023-08-25,2023-05-31,VOLERY 4042517666FP,TUP 56Q5003753840C6REAVOWED/WAMP/Y
706561205451,ACC#00025,USD,22882.72,DR,2023-08-25,2023-05-31,VOLERY 4042067666FP,TUP 2X2X00372427066IFV /965/692906
711885769350,ACC#00012,USD,433.00,DR,2023-08-25,2023-05-31,AHT9126666118382 3682166619VI,
367828990181,ACC#00008,USD,1047411.30,DR,2023-08-25,2023-05-31,VOLERY 4045406666FP,TUP T8Q000379539166EU AS UDV/YARAY
965087064931,ACC#00021,USD,-1704255.78,CR,2023-08-25,2023-05-31,VOLERY 4042531666FP,TUP V2KO00372608066HAFIZ VC LES/EC
515880046129,ACC#00012,USD,-880756.26,CR,2023-08-25,2023-05-31,VOLERY 4049118666FP,TUP 226Q00372603666IFV /052/Y.M.P.
517078303025,ACC#00014,USD,-9993.63,CR,2023-08-25,2023-05-31,VOLERY 4049138666FP,TUP 24T900374971266IFV /965/694288
849861790288,ACC#00018,USD,-503716.37,CR,2023-08-25,2023-05-31,VOLERY 4049122666FP,TUP 216500378441066IFV /606/775665
960769961022,ACC#00017,USD,11035865.88,DR,2023-08-25,2023-05-31,VOLERY 4045414666FP,TUP 578700375972266EU AS UDV/GROOT
191046108386,ACC#00002,USD,-6014409.50,CR,2023-08-25,2023-05-31,VOLERY 4042275666FP,TUP 516500379791366EU AS UDV/YVGEV
679623867107,ACC#00023,USD,677204.78,DR,2023-08-25,2023-05-31,V367677166512551 8128266619VI,
343679662257,ACC#00013,USD,118172.56,DR,2023-08-25,2023-05-31,VOLERY 4042656666FP,TUP 50C000375250866IFV /992/JN40/6
665779117149,ACC#00025,USD,-65683.08,CR,2023-08-25,2023-05-31,VOLERY 4049161666FP,TUP 250600372008666IFV /052/Y.M.P.
517092019803,ACC#00003,USD,-27269118.60,CR,2023-08-25,2023-05-31,VOLERY 4042280666FP,TUP 571C003755928V6REAVOWED/WAMP/Y
900226219870,ACC#00018,USD,-706459.92,CR,2023-08-25,2023-05-31,VOLERY 4049176666FP,TUP 223X00372698966IFV /606/775665
344939804665,ACC#00047,USD,-41790247.23,CR,2023-08-25,2023-05-31,VOLERY 4042243666FP,TUP 5778003755926Q6REAVOWED/WAMP/Y
563714574265,ACC#00064,USD,40000000.00,DR,2023-08-25,2023-05-31,VOLERY 4045279666FP,TUP MARE003166125Q6REAVOWED/WAMP 9
535666962450,ACC#00047,USD,-54247963.30,CR,2023-08-25,2023-05-31,VOLERY 4042569666FP,TUP 50V8003755937U6REAVOWED/WAMP/Y
203930274439,ACC#00025,USD,-43671754.03,CR,2023-08-25,2023-05-31,VOLERY 4042254666FP,TUP 576Q003755932Q6REAVOWED/WAMP/Y
657947179439,ACC#00014,USD,-46807323.59,CR,2023-08-25,2023-05-31,VOLERY 4042255666FP,TUP 5769003755939L6REAVOWED/WAMP/Y
630687572512,ACC#00003,USD,21225.56,DR,2023-08-25,2023-05-31,32266R0RQM 8403566619VI,
162817374827,ACC#00081,USD,-54179983.40,CR,2023-08-25,2023-05-31,VOLERY 4042290666FP,TUP 5764003755939P6REAVOWED/WAMP/Y
809631752837,ACC#00006,USD,-179896.19,CR,2023-08-25,2023-05-31,VOLERY 4049107666FP,TUP 224C00372067166IFV /052/Y.M.P.
628515711920,ACC#00008,USD,84951300.00,DR,2023-08-25,2023-05-31,VOLERY 4045497666FP,TUP PF05003166155C6REAVOWED/WAMP 9
819674334613,ACC#00004,USD,-11340829.04,CR,2023-08-25,2023-05-31,VOLERY 4042584666FP,TUP 166V00369471966REAVOWED/TEAD/M
303680098030,ACC#00054,USD,-54247963.30,CR,2023-08-25,2023-05-31,VOLERY 4042565666FP,TUP 50V3003755937N6REAVOWED/WAMP/Y
405408549891,ACC#00022,USD,17130.69,DR,2023-08-25,2023-05-31,VOLERY 4042654666FP,TUP 2T1X00375774466IFV /052/666066
946841120298,ACC#00014,USD,-10300000.00,CR,2023-08-25,2023-05-31,VOLERY 8331966619VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
417237078948,ACC#00018,USD,2513110.70,DR,2023-08-25,2023-05-31,VOLERY 4042699666FP,TUP 2VL100372006566IFV /360/7606-6
264787136579,ACC#00018,USD,2850000.00,DR,2023-08-25,2023-05-31,VOLERY 4045222666FP,TUP V02V00379932766REAVOWED/WAMP 9
651757799251,ACC#00003,USD,-93338.08,CR,2023-08-25,2023-05-31,VOLERY 4049794666FP,TUP 2NA100373548266IFV /6052/ECCA
608727416260,ACC#00032,USD,-43671754.03,CR,2023-08-25,2023-05-31,VOLERY 4042229666FP,TUP 5707003755932Z6REAVOWED/WAMP/Y
583667243282,ACC#00015,USD,15256028.00,DR,2023-08-25,2023-05-31,VOLERY 4045412666FP,TUP 571T00375592966REAVOWED/WAMP 9
718487351076,ACC#00017,USD,-4715815.79,CR,2023-08-25,2023-05-31,VOLERY 4042277666FP,TUP 923C00379128466EU AS UDV/TSUBA
209393486683,ACC#00017,USD,22352.00,DR,2023-08-25,2023-05-31,VOLERY 4045251666FP,TUP DG9600379535966EU AS UDV/YARAY
285861694221,ACC#00078,USD,54248000.00,DR,2023-08-25,2023-05-31,VOLERY 4045283666FP,TUP FU2V003166148I6REAVOWED/WAMP 9
434754494444,ACC#00085,USD,54248000.00,DR,2023-08-25,2023-05-31,VOLERY 4045289666FP,TUP FU2Q003166148M6REAVOWED/WAMP 9
494180003809,ACC#00020,USD,24801039.27,DR,2023-08-25,2023-05-31,7084520069 3747566619VI,
484525343347,ACC#00006,USD,2246392.66,DR,2023-08-25,2023-05-31,VOLERY 4045471666FP,TUP 517300375598166EU AS UDV/TEAD
774302952543,ACC#00001,USD,5278254.52,DR,2023-08-25,2023-05-31,VOLERY 4045478666FP,TUP 517000375968266EU AS UDV/TEAD
953878622747,ACC#00012,USD,118162.43,DR,2023-08-25,2023-05-31,V367667766512551 8121966619VI,
643243960446,ACC#00008,USD,31813616.80,DR,2023-08-25,2023-05-31,V860955066512557 8121866619VI,
972494746058,ACC#00002,USD,-235993.60,CR,2023-08-25,2023-05-31,VOLERY 4049108666FP,TUP 224400372699766IFV /052/Y.M.P.
220827797774,ACC#00019,USD,1619900.00,DR,2023-08-25,2023-05-31,V355653306512557 8121566619VI,
275439739789,ACC#00022,USD,-327577.89,CR,2023-08-25,2023-05-31,VOLERY 4049187666FP,TUP 24FU00372664466IFV /052/Y.M.P.
77288824271,ACC#00025,USD,-1194421.60,CR,2023-08-25,2023-05-31,VOLERY 4042581666FP,TUP 220T00372673766EU AS UDV/TEAD/
69882613319,ACC#00019,USD,45768749.54,DR,2023-08-25,2023-05-31,VOLERY 4045480666FP,TUP 5708003755943C6REAVOWED/WAMP 9
740625055812,ACC#00002,USD,2200000.00,DR,2023-08-25,2023-05-31,URBD-57MEPR 3716166619VI,
719894026824,ACC#00024,USD,-50542491.63,CR,2023-08-25,2023-05-31,VOLERY 4042281666FP,TUP 571C003755928T6REAVOWED/WAMP/Y
935444757509,ACC#00012,USD,-800000.00,CR,2023-08-25,2023-05-31,VOLERY 6665766619RN,Y M TONITE ETHERIFIES GAB MURREY X
316954421450,ACC#00039,USD,-43671754.03,CR,2023-08-25,2023-05-31,VOLERY 4042251666FP,TUP 576T003755932T6REAVOWED/WAMP/Y
292358338555,ACC#00020,USD,910708.70,DR,2023-08-25,2023-05-31,VOLERY 4045445666FP,TUP 56PL00375300066EU AS UDV/LEUMA
962581814682,ACC#00017,USD,-8276000.00,CR,2023-08-25,2023-05-31,VOLERY 4049167666FP,TUP 2VG500372888866IFV /6992/UMB9
633765794157,ACC#00010,USD,-406138.27,CR,2023-08-25,2023-05-31,VOLERY 4049120666FP,TUP 235000373494666IFV /606/476171
167621774881,ACC#00071,USD,40000000.00,DR,2023-08-25,2023-05-31,VOLERY 4045278666FP,TUP RIC0003166125K6REAVOWED/WAMP 9
476106842569,ACC#00043,USD,43726100.00,DR,2023-08-25,2023-05-31,VOLERY 4045245666FP,TUP FU3V003166147E6REAVOWED/WAMP 9
725171679223,ACC#00023,USD,313473.34,DR,2023-08-25,2023-05-31,VOLERY 4045408666FP,TUP T8CV00379535566EU AS UDV/TEAD
287387504026,ACC#00002,USD,-362364.37,CR,2023-08-25,2023-05-31,VOLERY 4049723666FP,TUP 06EMF00374558466IFV /052 84471
784356713413,ACC#00088,USD,-54179983.40,CR,2023-08-25,2023-05-31,VOLERY 4042566666FP,TUP 50KI003755939T6REAVOWED/WAMP/Y
28253554723,ACC#00011,USD,626078.96,DR,2023-08-25,2023-05-31,MG47550368M600MK 8179466619VI,
346103823748,ACC#00002,USD,4429060.00,DR,2023-08-25,2023-05-31,VOLERY 4045225666FP,TUP V02T00379938766REAVOWED/WAMP 9
345480087090,ACC#00095,USD,-54179983.40,CR,2023-08-25,2023-05-31,VOLERY 4042560666FP,TUP 50XD003755939C6REAVOWED/WAMP/Y
790326722755,ACC#00019,USD,-10252817.73,CR,2023-08-25,2023-05-31,VOLERY 4042578666FP,TUP 507200375251066EU AS UDV/GROOT
272896032561,ACC#00014,USD,-2268559.80,CR,2023-08-25,2023-05-31,VOLERY 4049174666FP,TUP 223200372698266IFV /6992/2604
203179257127,ACC#00061,USD,-54247963.30,CR,2023-08-25,2023-05-31,VOLERY 4042500666FP,TUP 50V7003755937C6REAVOWED/WAMP/Y
913121388055,ACC#00054,USD,-41790247.23,CR,2023-08-25,2023-05-31,VOLERY 4042230666FP,TUP 5717003755926M6REAVOWED/WAMP/Y
234199047182,ACC#00061,USD,-41790247.23,CR,2023-08-25,2023-05-31,VOLERY 4042246666FP,TUP 5779003755926V6REAVOWED/WAMP/Y
165631155755,ACC#00018,USD,-30305918.53,CR,2023-08-25,2023-05-31,VIP9126666118337 6373766619MT,UNPARTOOK TYPY MENT Q-0706 ERICIUS
730199133170,ACC#00031,USD,58090000.00,DR,2023-08-25,2023-05-31,VOLERY 4045286666FP,TUP SWAB003166124C6REAVOWED/WAMP 9
221773549698,ACC#00024,USD,-17378.07,CR,2023-08-25,2023-05-31,VOLERY 4049137666FP,TUP 24XY00374972666IFV /052/Y.M.P.
602384363676,ACC#00021,USD,209958.87,DR,2023-08-25,2023-05-31,VOLERY 4045256666FP,TUP DG9C00379546666EU AS UDV/YARAY
468295552937,ACC#00068,USD,-54247963.30,CR,2023-08-25,2023-05-31,VOLERY 4042502666FP,TUP 50VU003755937T6REAVOWED/WAMP/Y
30211247020,ACC#00016,USD,-711872.70,CR,2023-08-25,2023-05-31,V854364066185516 1926766619VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
454292438484,ACC#00068,USD,-41790247.23,CR,2023-08-25,2023-05-31,VOLERY 4042239666FP,TUP 577C003755926Z6REAVOWED/WAMP/Y
490963996361,ACC#00031,USD,-50542491.63,CR,2023-08-25,2023-05-31,VOLERY 4042288666FP,TUP 5719003755928C6REAVOWED/WAMP/Y
587334555738,ACC#00029,USD,327577.89,DR,2023-08-25,2023-05-31,VOLERY 4042075666FP,TUP 24V900372663066IFV /967/LX2313
503451860987,ACC#00038,USD,-58090000.00,CR,2023-08-25,2023-05-31,VOLERY 4042536666FP,TUP LOO2003166126C6REAVOWED/WAMP/Y
110612314638,ACC#00008,USD,448050.00,DR,2023-08-25,2023-05-31,56966R0K39 8946666619VI,
656676925497,ACC#00017,USD,1024957.61,DR,2023-08-25,2023-05-31,VOLERY 4045441666FP,TUP 56C400375347866EU AS UDV/LEUMA
325329957105,ACC#00050,USD,43726100.00,DR,2023-08-25,2023-05-31,VOLERY 4045242666FP,TUP FU46003166147Z6REAVOWED/WAMP 9
958251898999,ACC#00022,USD,-434508.53,CR,2023-08-25,2023-05-31,VOLERY 4042202666FP,TUP 924100375533566REAVOWED/ENHAT
731732264367,ACC#00006,USD,1737994.69,DR,2023-08-25,2023-05-31,VOLERY 4045438666FP,TUP 56VL00375402866EU AS UDV/LEUMA
608580211158,ACC#00092,USD,54248000.00,DR,2023-08-25,2023-05-31,VOLERY 4045235666FP,TUP FU27003166148E6REAVOWED/WAMP 9
92272364245,ACC#00023,USD,-11288247.18,CR,2023-08-25,2023-05-31,VOLERY 4042518666FP,TUP 56BV00375376866EU AS UDV/GROOT
844336355215,ACC#00008,USD,17933.16,DR,2023-08-25,2023-05-31,VOLERY 4042652666FP,TUP 2T1800375778366IFV /052/666066
891158689567,ACC#00004,USD,8197654.66,DR,2023-08-25,2023-05-31,V367602966512551 8128866619VI,
625357281860,ACC#00002,USD,12932370.00,DR,2023-08-25,2023-05-31,VOLERY 4045223666FP,TUP V05200379925766REAVOWED/WAMP 9
1857360344,ACC#00017,USD,-10251196.92,CR,2023-08-25,2023-05-31,VOLERY 4042577666FP,TUP 507C00375255166EU AS UDV/GROOT
126527914992,ACC#00010,USD,-176922.59,CR,2023-08-25,2023-05-31,VOLERY 4049193666FP,TUP 4C6600371300166IFV /992/26Y7 5
75796892007,ACC#00003,USD,715700.00,DR,2023-08-25,2023-05-31,VOLERY 4045229666FP,TUP V02Q00379937566REAVOWED/WAMP 9
944283405251,ACC#00099,USD,54248000.00,DR,2023-08-25,2023-05-31,VOLERY 4045493666FP,TUP PF03003166158M6REAVOWED/WAMP 9
283968501026,ACC#00006,USD,14000000.00,DR,2023-08-25,2023-05-31,VOLERY 4045276666FP,TUP RIC3003166125F6REAVOWED/WAMP 9
786210377571,ACC#00011,USD,-4849765.54,CR,2023-08-25,2023-05-31,VOLERY 4049147666FP,TUP 24X600374479166IFV /052/Y.M.P.
478862338902,ACC#00015,USD,1009979.00,DR,2023-08-25,2023-05-31,VOLERY 4045442666FP,TUP 56Q100375379766EU AS UDV/LEUMA
369186500825,ACC#00006,USD,-3441100.00,CR,2023-08-25,2023-05-31,V360844966832352 8613366619VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
860043707596,ACC#00075,USD,-41790247.23,CR,2023-08-25,2023-05-31,VOLERY 4042244666FP,TUP 5771003755926C6REAVOWED/WAMP/Y
40219393872,ACC#00010,USD,825055.69,DR,2023-08-25,2023-05-31,VOLERY 4045427666FP,TUP 56C400375829066EU AS UDV/LOOFS
713091848363,ACC#00022,USD,-57127610.16,CR,2023-08-25,2023-05-31,VOLERY 4042222666FP,TUP 5705003755941C6REAVOWED/WAMP/Y
893606318047,ACC#00023,USD,1457248.00,DR,2023-08-25,2023-05-31,VOLERY 4045454666FP,TUP 06C8100379105466EU AS UDV/CLOT
803534328317,ACC#00020,USD,-2028624.81,CR,2023-08-25,2023-05-31,VOLERY 4042588666FP,TUP 24V500372661266REAVOWED/WAMP/Y
170203406460,ACC#00010,USD,-1332553.04,CR,2023-08-25,2023-05-31,GYNOMONOECISM 8980466619VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
647422374618,ACC#00004,USD,47194500.00,DR,2023-08-25,2023-05-31,VOLERY 4042062666FP,TUP 2X4000372440566IFV /052/660066
372849653339,ACC#00015,USD,32322.83,DR,2023-08-25,2023-05-31,VOLERY 4042066666FP,TUP 2IYV00374978066IFV /06/673504Q
88742010721,ACC#00015,USD,-44606.74,CR,2023-08-25,2023-05-31,VOLERY 4049184666FP,TUP 24V000374927866IFV /052/Y.M.P.
565182316133,ACC#00008,USD,-38070000.00,CR,2023-08-25,2023-05-31,VOLERY 4042589666FP,TUP MAAD003166126X6REAVOWED/WAMP/Y
716638238229,ACC#00006,USD,-4224656.00,CR,2023-08-25,2023-05-31,V894388466812992 8608766619VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
596254073188,ACC#00045,USD,58090000.00,DR,2023-08-25,2023-05-31,VOLERY 4045214666FP,TUP HIPE003166124C6REAVOWED/WAMP 9
763479613248,ACC#00002,USD,-31802700.00,CR,2023-08-25,2023-05-31,VOLERY 4049750666FP,TUP Q70800379310566IFV /606/898310
